MAG_ID	Family	Clade	Clade_abbreviation	habitat	num_contigs	sum_len_contigs	min_len_contigs	avg_len_contigs	max_len_contigs	N50_contig_length	num_proteins	sum_protein_length	min_protein_len	avg_protein_len	max_protein_len	mag_id_original	mag_id_short	fasta_file	fasta_path
ERX552244.9.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	5	374545	30560	74909.0	123257	119256	379	118110	40	311.6	1962	ERX552244.9.dc.fa	ERX552244.9	ERX552244.9.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552244.9.fa.dc.faa
ERX552246.27.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	6	381061	15991	63510.2	137362	85832	388	117851	31	303.7	2176	ERX552246.27.dc.fa	ERX552246.27	ERX552246.27.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552246.27.fa.dc.faa
ERX552252.1.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	402601	10502	26840.1	75075	30863	438	125303	28	286.1	1942	ERX552252.1.dc.fa	ERX552252.1	ERX552252.1.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552252.1.fa.dc.faa
ERX552254.32.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	349494	13384	23299.6	49377	22983	400	110412	43	276.0	1980	ERX552254.32.dc.fa	ERX552254.32	ERX552254.32.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552254.32.fa.dc.faa
ERX552254.5.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	23	358401	10076	15582.7	54564	13793	399	111110	22	278.5	2343	ERX552254.5.dc.fa	ERX552254.5	ERX552254.5.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552254.5.fa.dc.faa
ERX552255.28.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	8	334241	12542	41780.1	98168	53745	325	105925	24	325.9	2245	ERX552255.28.dc.fa	ERX552255.28	ERX552255.28.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552255.28.fa.dc.faa
ERX552255.49.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	206362	10144	15874.0	25698	15804	218	64197	36	294.5	2176	ERX552255.49.dc.fa	ERX552255.49	ERX552255.49.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552255.49.fa.dc.faa
ERX552256.4.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	309518	14889	23809.1	48400	21922	336	97384	24	289.8	1992	ERX552256.4.dc.fa	ERX552256.4	ERX552256.4.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552256.4.fa.dc.faa
ERX552256.7.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	17	460022	10303	27060.1	58560	32769	521	144820	32	278.0	2861	ERX552256.7.dc.fa	ERX552256.7	ERX552256.7.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552256.7.fa.dc.faa
ERX552257.75.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	18	421532	10458	23418.4	68124	25113	400	128563	26	321.4	4647	ERX552257.75.dc.fa	ERX552257.75	ERX552257.75.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552257.75.fa.dc.faa
ERX552270.100.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	18	362198	10740	20122.1	50655	21551	402	110689	22	275.3	1918	ERX552270.100.dc.fa	ERX552270.100	ERX552270.100.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.100.fa.dc.faa
ERX552270.106.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	304317	10501	20287.8	52100	23380	328	91255	27	278.2	1577	ERX552270.106.dc.fa	ERX552270.106	ERX552270.106.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.106.fa.dc.faa
ERX552270.108.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	14	455496	11546	32535.4	70612	47828	452	143028	31	316.4	2339	ERX552270.108.dc.fa	ERX552270.108	ERX552270.108.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.108.fa.dc.faa
ERX552270.110.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	200817	10068	15447.5	28761	16789	220	60727	29	276.0	2044	ERX552270.110.dc.fa	ERX552270.110	ERX552270.110.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.110.fa.dc.faa
ERX552270.114.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	344944	11566	26534.2	44335	40840	376	102574	33	272.8	1976	ERX552270.114.dc.fa	ERX552270.114	ERX552270.114.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.114.fa.dc.faa
ERX552270.24.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	10	320493	15090	32049.3	45383	42956	351	102809	28	292.9	2964	ERX552270.24.dc.fa	ERX552270.24	ERX552270.24.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.24.fa.dc.faa
ERX552270.27.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	7	137542	10435	19648.9	51311	22010	142	42515	30	299.4	1671	ERX552270.27.dc.fa	ERX552270.27	ERX552270.27.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.27.fa.dc.faa
ERX552270.51.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	16	459967	10805	28747.9	69133	31584	519	139843	27	269.4	3923	ERX552270.51.dc.fa	ERX552270.51	ERX552270.51.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.51.fa.dc.faa
ERX552270.52.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	44	780352	10146	17735.3	49400	19576	851	240374	20	282.5	2259	ERX552270.52.dc.fa	ERX552270.52	ERX552270.52.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.52.fa.dc.faa
ERX552270.55.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	9	385847	10340	42871.9	117781	80983	439	119718	33	272.7	1815	ERX552270.55.dc.fa	ERX552270.55	ERX552270.55.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.55.fa.dc.faa
ERX552270.62.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	27	662834	11077	24549.4	79414	28341	702	204482	23	291.3	2152	ERX552270.62.dc.fa	ERX552270.62	ERX552270.62.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.62.fa.dc.faa
ERX552270.65.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	19	461143	11266	24270.7	57886	23459	534	148215	22	277.6	2194	ERX552270.65.dc.fa	ERX552270.65	ERX552270.65.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.65.fa.dc.faa
ERX552270.73.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	201113	10454	15470.2	27874	15473	199	63304	20	318.1	1849	ERX552270.73.dc.fa	ERX552270.73	ERX552270.73.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.73.fa.dc.faa
ERX552270.74.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	8	295006	10348	36875.8	76953	42354	327	93376	43	285.6	1838	ERX552270.74.dc.fa	ERX552270.74	ERX552270.74.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.74.fa.dc.faa
ERX552270.86.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	9	448260	11257	49806.7	117500	65180	476	137758	25	289.4	2012	ERX552270.86.dc.fa	ERX552270.86	ERX552270.86.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.86.fa.dc.faa
ERX552270.87.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	10	260715	10334	26071.5	92952	24882	247	81278	25	329.1	7176	ERX552270.87.dc.fa	ERX552270.87	ERX552270.87.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.87.fa.dc.faa
ERX552270.94.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	16	389688	10587	24355.5	43658	33275	442	122304	31	276.7	1951	ERX552270.94.dc.fa	ERX552270.94	ERX552270.94.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.94.fa.dc.faa
ERX552274.21.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	400707	10183	26713.8	69272	35988	454	124907	27	275.1	1975	ERX552274.21.dc.fa	ERX552274.21	ERX552274.21.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552274.21.fa.dc.faa
ERX552274.30.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	387535	11952	25835.7	98706	29303	404	121170	33	299.9	2831	ERX552274.30.dc.fa	ERX552274.30	ERX552274.30.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552274.30.fa.dc.faa
ERX552274.5.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	14	275830	10051	19702.1	40218	20141	341	86335	44	253.2	2115	ERX552274.5.dc.fa	ERX552274.5	ERX552274.5.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552274.5.fa.dc.faa
ERX552274.9.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	32	479950	10118	14998.4	20764	16634	538	148518	23	276.1	1975	ERX552274.9.dc.fa	ERX552274.9	ERX552274.9.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552274.9.fa.dc.faa
ERX552283.5.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	16	349126	11090	21820.4	33356	23219	360	107930	53	299.8	2036	ERX552283.5.dc.fa	ERX552283.5	ERX552283.5.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552283.5.fa.dc.faa
ERX552288.111.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	16	465163	10289	29072.7	58809	36220	514	147139	20	286.3	5601	ERX552288.111.dc.fa	ERX552288.111	ERX552288.111.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552288.111.fa.dc.faa
ERX552288.39.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	413462	11552	27564.1	72411	26933	465	130029	32	279.6	2479	ERX552288.39.dc.fa	ERX552288.39	ERX552288.39.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552288.39.fa.dc.faa
ERX552288.95.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	322627	10359	21508.5	38750	25187	333	100752	38	302.6	1883	ERX552288.95.dc.fa	ERX552288.95	ERX552288.95.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552288.95.fa.dc.faa
ERX552290.18.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	7	375653	16310	53664.7	99215	69242	387	116234	24	300.3	2176	ERX552290.18.dc.fa	ERX552290.18	ERX552290.18.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552290.18.fa.dc.faa
ERX552292.53.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	27	367751	10178	13620.4	30979	13247	431	122205	22	283.5	1798	ERX552292.53.dc.fa	ERX552292.53	ERX552292.53.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552292.53.fa.dc.faa
ERX552296.13.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	62	1029447	10057	16604.0	47105	16238	983	312910	31	318.3	3434	ERX552296.13.dc.fa	ERX552296.13	ERX552296.13.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552296.13.fa.dc.faa
ERX552296.3.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	11	139841	10205	12712.8	20298	12350	172	43712	39	254.1	1095	ERX552296.3.dc.fa	ERX552296.3	ERX552296.3.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552296.3.fa.dc.faa
ERX552296.31.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	9	478245	13143	53138.3	124075	65881	495	149673	36	302.4	2356	ERX552296.31.dc.fa	ERX552296.31	ERX552296.31.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552296.31.fa.dc.faa
ERX552296.34.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	12	255354	10417	21279.5	36608	25622	272	79757	44	293.2	1989	ERX552296.34.dc.fa	ERX552296.34	ERX552296.34.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552296.34.fa.dc.faa
ERX552296.45.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	28	444748	10379	15883.9	42743	16246	474	137600	33	290.3	2296	ERX552296.45.dc.fa	ERX552296.45	ERX552296.45.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552296.45.fa.dc.faa
ERX552296.8.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	12	440989	10350	36749.1	106349	54520	421	137479	22	326.6	4606	ERX552296.8.dc.fa	ERX552296.8	ERX552296.8.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552296.8.fa.dc.faa
ERX552297.51.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	14	431728	11628	30837.7	82210	40027	403	131449	27	326.2	6437	ERX552297.51.dc.fa	ERX552297.51	ERX552297.51.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552297.51.fa.dc.faa
ERX552297.80.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	338173	10566	22544.9	49641	23724	359	105052	31	292.6	1920	ERX552297.80.dc.fa	ERX552297.80	ERX552297.80.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552297.80.fa.dc.faa
ERX552298.27.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	21	376730	10372	17939.5	41120	18407	374	114121	23	305.1	4636	ERX552298.27.dc.fa	ERX552298.27	ERX552298.27.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552298.27.fa.dc.faa
ERX552300.47.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	11	363762	14409	33069.3	86334	35951	372	112593	24	302.7	2018	ERX552300.47.dc.fa	ERX552300.47	ERX552300.47.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552300.47.fa.dc.faa
ERX552302.25.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	10	286784	10356	28678.4	105032	28842	316	86962	40	275.2	1788	ERX552302.25.dc.fa	ERX552302.25	ERX552302.25.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552302.25.fa.dc.faa
ERX552302.42.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	263316	10352	17554.4	29159	17806	289	81398	36	281.7	1896	ERX552302.42.dc.fa	ERX552302.42	ERX552302.42.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552302.42.fa.dc.faa
ERX552302.47.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	10	479083	12856	47908.3	98194	74441	510	147444	30	289.1	3053	ERX552302.47.dc.fa	ERX552302.47	ERX552302.47.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552302.47.fa.dc.faa
ERX555907.46.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	14	324274	11792	23162.4	45159	21978	338	101088	37	299.1	2515	ERX555907.46.dc.fa	ERX555907.46	ERX555907.46.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555907.46.fa.dc.faa
ERX555913.6.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	350087	10403	23339.1	63388	25825	373	110963	23	297.5	2252	ERX555913.6.dc.fa	ERX555913.6	ERX555913.6.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555913.6.fa.dc.faa
ERX555913.65.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	22	334967	10026	15225.8	36108	13993	332	102963	38	310.1	2314	ERX555913.65.dc.fa	ERX555913.65	ERX555913.65.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555913.65.fa.dc.faa
ERX555926.27.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	17	447520	12065	26324.7	51513	36358	492	140642	35	285.9	1995	ERX555926.27.dc.fa	ERX555926.27	ERX555926.27.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555926.27.fa.dc.faa
ERX555926.39.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	18	347638	10462	19313.2	30655	19651	410	107383	29	261.9	1990	ERX555926.39.dc.fa	ERX555926.39	ERX555926.39.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555926.39.fa.dc.faa
ERX555933.22.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	17	539679	12496	31745.8	55494	36594	566	170971	22	302.1	6284	ERX555933.22.dc.fa	ERX555933.22	ERX555933.22.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555933.22.fa.dc.faa
ERX555943.12.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	17	340549	10160	20032.3	43314	19200	360	107557	26	298.8	2057	ERX555943.12.dc.fa	ERX555943.12	ERX555943.12.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555943.12.fa.dc.faa
ERX555943.14.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	16	378792	13728	23674.5	41451	25540	365	117565	26	322.1	2850	ERX555943.14.dc.fa	ERX555943.14	ERX555943.14.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555943.14.fa.dc.faa
ERX555943.9.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	11	417443	19942	37949.4	94488	39193	417	127890	37	306.7	2012	ERX555943.9.dc.fa	ERX555943.9	ERX555943.9.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555943.9.fa.dc.faa
ERX555951.10.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	11	526671	10715	47879.2	104038	72487	521	166851	39	320.3	5638	ERX555951.10.dc.fa	ERX555951.10	ERX555951.10.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555951.10.fa.dc.faa
ERX555954.29.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	16	315378	12437	19711.1	43671	20489	322	98463	40	305.8	3542	ERX555954.29.dc.fa	ERX555954.29	ERX555954.29.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555954.29.fa.dc.faa
ERX555963.29.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	16	345648	10130	21603.0	43413	25037	381	104728	31	274.9	2025	ERX555963.29.dc.fa	ERX555963.29	ERX555963.29.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555963.29.fa.dc.faa
ERX555964.34.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	411080	10418	31621.5	59604	47731	413	128682	46	311.6	2032	ERX555964.34.dc.fa	ERX555964.34	ERX555964.34.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555964.34.fa.dc.faa
ERX555965.10.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	25	487036	10988	19481.4	33798	22086	513	150813	23	294.0	2534	ERX555965.10.dc.fa	ERX555965.10	ERX555965.10.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555965.10.fa.dc.faa
ERX555965.20.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	10	275728	12243	27572.8	61149	27598	288	82537	42	286.6	2131	ERX555965.20.dc.fa	ERX555965.20	ERX555965.20.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555965.20.fa.dc.faa
ERX555965.48.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	20	415220	10034	20761.0	59195	23349	440	129433	24	294.2	2161	ERX555965.48.dc.fa	ERX555965.48	ERX555965.48.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555965.48.fa.dc.faa
ERX555965.5.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	26	484723	10104	18643.2	50826	20382	528	148741	34	281.7	2867	ERX555965.5.dc.fa	ERX555965.5	ERX555965.5.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555965.5.fa.dc.faa
ERX555965.52.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	18	321507	10069	17861.5	32476	19101	386	98684	33	255.7	1719	ERX555965.52.dc.fa	ERX555965.52	ERX555965.52.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555965.52.fa.dc.faa
ERX555965.56.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	394566	11804	30351.2	80709	38647	421	119483	23	283.8	2081	ERX555965.56.dc.fa	ERX555965.56	ERX555965.56.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555965.56.fa.dc.faa
ERX555965.60.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	14	335532	10070	23966.6	82708	24755	320	104924	33	327.9	3356	ERX555965.60.dc.fa	ERX555965.60	ERX555965.60.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555965.60.fa.dc.faa
ERX555967.26.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	11	372620	10161	33874.5	102814	41889	393	116735	43	297.0	1887	ERX555967.26.dc.fa	ERX555967.26	ERX555967.26.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555967.26.fa.dc.faa
ERX555967.81.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	11	239451	10760	21768.3	35155	25677	267	76260	33	285.6	2067	ERX555967.81.dc.fa	ERX555967.81	ERX555967.81.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555967.81.fa.dc.faa
ERX555967.90.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	9	418505	20057	46500.6	78368	65881	471	130705	30	277.5	1970	ERX555967.90.dc.fa	ERX555967.90	ERX555967.90.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555967.90.fa.dc.faa
ERX555978.8.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	6	110675	12302	18445.8	32832	15492	123	35498	30	288.6	1919	ERX555978.8.dc.fa	ERX555978.8	ERX555978.8.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555978.8.fa.dc.faa
ERX555988.97.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	11	463120	12401	42101.8	89557	62791	479	142234	26	296.9	1867	ERX555988.97.dc.fa	ERX555988.97	ERX555988.97.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555988.97.fa.dc.faa
ERX555997.23.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	325571	13256	25043.9	52907	26920	327	101755	27	311.2	1952	ERX555997.23.dc.fa	ERX555997.23	ERX555997.23.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555997.23.fa.dc.faa
ERX555997.4.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	18	403138	10595	22396.6	50423	25705	437	125042	23	286.1	2005	ERX555997.4.dc.fa	ERX555997.4	ERX555997.4.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555997.4.fa.dc.faa
ERX555997.5.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	14	357924	11393	25566.0	64744	28143	355	111346	30	313.7	2788	ERX555997.5.dc.fa	ERX555997.5	ERX555997.5.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555997.5.fa.dc.faa
ERX556003.31.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	17	444851	10446	26167.7	75027	30824	530	139369	26	263.0	2061	ERX556003.31.dc.fa	ERX556003.31	ERX556003.31.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556003.31.fa.dc.faa
ERX556007.6.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	19	373010	10265	19632.1	45194	22254	387	114135	25	294.9	3470	ERX556007.6.dc.fa	ERX556007.6	ERX556007.6.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556007.6.fa.dc.faa
ERX556009.10.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	34	693569	10005	20399.1	60102	24400	762	216870	29	284.6	2593	ERX556009.10.dc.fa	ERX556009.10	ERX556009.10.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556009.10.fa.dc.faa
ERX556009.6.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	336906	14945	25915.8	50899	26803	364	107190	35	294.5	2271	ERX556009.6.dc.fa	ERX556009.6	ERX556009.6.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556009.6.fa.dc.faa
ERX556009.7.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	17	449570	10095	26445.3	54610	38252	510	141877	21	278.2	3657	ERX556009.7.dc.fa	ERX556009.7	ERX556009.7.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556009.7.fa.dc.faa
ERX556019.13.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	15	342032	10465	22802.1	46149	29221	317	105605	28	333.1	2879	ERX556019.13.dc.fa	ERX556019.13	ERX556019.13.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556019.13.fa.dc.faa
ERX556019.45.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	10	426643	16969	42664.3	124013	45207	417	131042	57	314.2	2012	ERX556019.45.dc.fa	ERX556019.45	ERX556019.45.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556019.45.fa.dc.faa
